instance_number,instance,number_of_machines,number_of_orders,number_of_workers,alpha,lower_bound,Tc,Tcry,q,IT,gha_gap,gha_obj,sa_Gap,sa_obj,sa_Time
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.9,100,15.668584883428538,148.38,15.669,148.38,0.259
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,50,15.668584883428538,148.38,15.404,148.04000000000002,0.231
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,50,15.668584883428538,148.38,15.669,148.38,0.227
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,50,15.668584883428538,148.38,15.669,148.38,0.215
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,50,15.668584883428538,148.38,15.669,148.38,0.209
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,50,15.668584883428538,148.38,15.669,148.38,0.219
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,100,15.668584883428538,148.38,15.669,148.38,0.423
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,100,15.668584883428538,148.38,15.669,148.38,0.474
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,100,15.668584883428538,148.38,15.669,148.38,0.451
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,100,15.668584883428538,148.38,15.669,148.38,0.42
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,200,20,0.95,100,15.668584883428538,148.38,15.669,148.38,0.552
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,50,15.668584883428538,148.38,15.669,148.38,0.29
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,50,15.668584883428538,148.38,10.438,141.67,0.263
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,50,15.668584883428538,148.38,15.669,148.38,0.377
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,50,15.668584883428538,148.38,15.669,148.38,0.264
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,50,15.668584883428538,148.38,15.669,148.38,0.274
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,100,15.668584883428538,148.38,15.669,148.38,0.636
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,100,15.668584883428538,148.38,15.669,148.38,0.631
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,100,15.668584883428538,148.38,15.669,148.38,1.046
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,100,15.668584883428538,148.38,15.669,148.38,1.02
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.9,100,15.668584883428538,148.38,15.669,148.38,0.808
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.95,50,15.668584883428538,148.38,14.78,147.24,0.623
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.95,50,15.668584883428538,148.38,15.669,148.38,0.669
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.95,50,15.668584883428538,148.38,15.669,148.38,0.614
1639049590.7328012,1639049590.7328012-Work5,2,10,5,0,128.2802933480497,500,1,0.95,50,15.668584883428538,148.38,15.669,148.38,0.644
